account_id,customer_id,branch_id,account_type,balance
5964,1959,216,Current,352000
5965,1794,215,Savings,321000
5966,1193,214,Current,195000
5967,1721,218,Current,98000
5968,1499,205,Current,256000
5969,1867,211,Savings,260000
5970,1704,210,Current,310000
5971,1144,210,Savings,337000
5972,1254,215,Current,457000
5973,1535,206,Savings,13000
5974,1064,214,Savings,121000
5975,1618,211,Current,343000
5976,1625,207,Current,214000
5977,1540,202,Current,109000
5978,1353,211,Current,207000
5979,1058,205,Current,224000
5980,1030,214,Current,487000
5981,1269,219,Current,438000
5982,1575,205,Savings,38000
5983,1515,208,Savings,386000
5984,1232,203,Savings,11000
5985,1291,206,Savings,346000
5986,1926,204,Current,225000
5987,1881,220,Current,52000
5988,1757,210,Savings,87000
5989,1010,204,Current,337000
5990,1821,216,Savings,126000
5991,1848,204,Savings,42000
5992,1732,211,Current,260000
5993,1765,203,Savings,71000
5994,1476,218,Savings,367000
5995,1660,203,Current,377000
5996,1673,207,Current,286000
5997,1457,201,Savings,493000
5998,1215,216,Savings,246000
5999,1592,204,Current,14000
6000,1327,217,Savings,346000
6001,1801,206,Savings,383000
6002,1584,208,Current,455000
6003,1894,219,Savings,102000
6004,1718,214,Savings,399000
6005,1046,205,Savings,263000
6006,1629,204,Savings,500000
6007,1609,219,Savings,385000
6008,1374,220,Current,344000
6009,1284,203,Savings,289000
6010,1781,204,Savings,339000
6011,1210,217,Savings,342000
6012,1961,208,Savings,444000
6013,1070,211,Savings,89000
6014,1688,206,Current,65000
6015,1938,208,Current,313000
6016,1118,206,Savings,100000
6017,1516,209,Current,20000
6018,1207,210,Savings,250000
6019,1545,217,Savings,414000
6020,1687,202,Current,113000
6021,1794,215,Savings,377000
6022,1384,214,Current,354000
6023,1414,216,Current,329000
6024,1992,211,Current,127000
6025,1159,218,Current,227000
6026,1366,206,Savings,142000
6027,1762,204,Current,123000
6028,1775,202,Current,52000
6029,1271,220,Current,333000
6030,1065,203,Savings,496000
6031,1640,207,Current,174000
6032,1869,217,Savings,296000
6033,1318,208,Savings,262000
6034,1152,219,Savings,396000
6035,1546,220,Current,272000
6036,1231,206,Savings,230000
6037,1442,202,Savings,212000
6038,1300,207,Savings,65000
6039,1373,212,Savings,82000
6040,1020,217,Current,184000
6041,1318,213,Savings,223000
6042,1773,206,Current,126000
6043,1775,218,Current,290000
6044,1004,218,Savings,352000
6045,1976,204,Current,206000
6046,1421,212,Savings,16000
6047,1900,215,Current,118000
6048,1962,215,Current,42000
6049,1699,203,Savings,219000
6050,1640,213,Current,328000
6051,2000,220,Current,276000
6052,1731,201,Savings,499000
6053,1776,201,Savings,127000
6054,1589,209,Savings,354000
6055,1036,203,Current,464000
6056,1591,209,Savings,127000
6057,1857,213,Current,135000
6058,1351,204,Savings,277000
6059,1949,210,Savings,84000
6060,1288,210,Current,302000
6061,1647,202,Savings,444000
6062,1197,209,Current,133000
6063,1300,208,Current,339000
6064,1287,219,Current,61000
6065,1828,219,Savings,30000
6066,1643,207,Current,368000
6067,1881,205,Savings,383000
6068,1879,211,Current,258000
6069,1475,201,Savings,170000
6070,1020,206,Current,68000
6071,1947,208,Current,451000
6072,1548,215,Current,173000
6073,1901,215,Current,258000
6074,1768,203,Current,373000
6075,1110,201,Current,360000
6076,1816,207,Current,203000
6077,1074,209,Current,463000
6078,1280,209,Savings,98000
6079,1836,205,Savings,41000
6080,1165,214,Current,453000
6081,1079,213,Savings,144000
6082,1246,203,Current,457000
6083,1996,218,Current,245000
6084,1143,214,Savings,367000
6085,1425,204,Savings,126000
6086,1038,207,Savings,57000
6087,1508,218,Current,494000
6088,1307,204,Savings,152000
6089,1245,220,Savings,122000
6090,1880,208,Savings,233000
6091,1527,208,Current,347000
6092,1297,212,Savings,287000
6093,1836,212,Current,114000
6094,1138,204,Current,411000
6095,1239,205,Savings,40000
6096,1396,208,Current,60000
6097,1249,204,Current,439000
6098,1653,203,Savings,228000
6099,1651,204,Current,441000
6100,1459,204,Current,35000
6101,1276,206,Current,279000
6102,1920,207,Current,497000
6103,1466,219,Savings,440000
6104,1597,215,Current,194000
6105,1920,216,Current,6000
6106,1262,207,Current,410000
6107,1341,216,Current,471000
6108,1565,205,Current,111000
6109,1467,215,Current,116000
6110,1926,211,Savings,381000
6111,1248,218,Savings,494000
6112,1458,218,Current,172000
6113,1880,215,Current,218000
6114,1817,213,Savings,204000
6115,1754,206,Current,137000
6116,1888,209,Current,239000
6117,1046,215,Current,360000
6118,1740,205,Savings,402000
6119,1928,220,Current,107000
6120,1929,207,Current,347000
6121,1758,213,Current,482000
6122,1216,209,Savings,73000
6123,1178,216,Current,191000
6124,1668,219,Savings,67000
6125,1454,204,Savings,134000
6126,1492,203,Savings,406000
6127,1855,205,Savings,403000
6128,1981,202,Savings,100000
6129,1377,217,Savings,325000
6130,1662,217,Current,133000
6131,1425,215,Current,323000
6132,1691,219,Savings,319000
6133,1219,218,Current,154000
6134,1361,214,Savings,123000
6135,1557,208,Current,75000
6136,1281,207,Savings,455000
6137,1740,210,Savings,471000
6138,1364,217,Savings,37000
6139,1736,217,Current,396000
6140,1248,203,Current,191000
6141,1816,206,Savings,421000
6142,1542,211,Current,447000
6143,1901,204,Current,347000
6144,1875,201,Savings,29000
6145,1017,208,Savings,320000
6146,1640,217,Savings,300000
6147,1123,210,Savings,488000
6148,1820,211,Current,453000
6149,1757,209,Current,343000
6150,1151,207,Savings,494000
6151,1537,212,Current,436000
6152,1526,215,Savings,443000
6153,1394,216,Current,347000
6154,1643,202,Savings,465000
6155,1658,210,Savings,246000
6156,1511,217,Savings,129000
6157,1147,202,Current,285000
6158,1437,206,Current,384000
6159,1649,202,Current,303000
6160,1517,210,Current,16000
6161,1638,214,Current,271000
6162,1034,209,Current,421000
6163,1698,220,Current,114000
6164,1446,211,Savings,201000
6165,1804,202,Savings,243000
6166,1246,209,Current,465000
6167,1975,218,Savings,216000
6168,1208,207,Savings,437000
6169,1008,208,Savings,449000
6170,1459,215,Current,106000
6171,1541,211,Current,298000
6172,1113,213,Current,171000
6173,1290,210,Current,67000
6174,1753,210,Current,349000
6175,1215,218,Savings,79000
6176,1113,212,Savings,214000
6177,1903,209,Current,66000
6178,1039,212,Current,86000
6179,1950,202,Savings,293000
6180,1319,217,Current,165000
6181,1178,219,Savings,486000
6182,1639,212,Savings,313000
6183,1752,219,Savings,311000
6184,1555,215,Current,166000
6185,1062,201,Savings,297000
6186,1753,201,Savings,365000
6187,1085,212,Current,252000
6188,1184,215,Savings,96000
6189,1987,203,Savings,210000
6190,1074,216,Savings,95000
6191,1317,208,Savings,362000
6192,1282,213,Savings,376000
6193,1287,201,Savings,47000
6194,1513,202,Savings,170000
6195,1391,214,Current,188000
6196,1936,204,Current,6000
6197,1372,208,Current,490000
6198,1283,203,Current,260000
6199,1084,211,Savings,36000
6200,1563,208,Savings,77000
6201,1005,215,Savings,483000
6202,1453,219,Current,470000
6203,1027,205,Savings,129000
6204,1627,215,Savings,213000
6205,1846,206,Current,433000
6206,1719,210,Current,9000
6207,1268,219,Current,162000
6208,1972,217,Savings,171000
6209,1321,208,Current,422000
6210,1676,211,Current,440000
6211,1246,208,Current,96000
6212,1475,215,Current,345000
6213,1590,207,Current,372000
6214,1967,207,Savings,172000
6215,1582,216,Savings,164000
6216,1818,210,Savings,482000
6217,1109,208,Current,355000
6218,1981,201,Savings,103000
6219,1853,213,Current,393000
6220,1942,207,Current,152000
6221,1379,214,Current,389000
6222,1322,210,Savings,38000
6223,1312,201,Current,130000
6224,1017,206,Savings,248000
6225,1612,214,Savings,110000
6226,1637,202,Current,386000
6227,1392,203,Savings,242000
6228,1985,206,Current,360000
6229,1468,208,Current,347000
6230,1253,208,Current,184000
6231,1837,214,Savings,430000
6232,1419,216,Savings,226000
6233,1309,216,Savings,454000
6234,1098,214,Savings,255000
6235,1195,209,Savings,274000
6236,1788,215,Current,343000
6237,1755,208,Current,256000
6238,1468,201,Current,29000
6239,1197,206,Current,66000
6240,1157,207,Current,334000
6241,1135,218,Current,427000
6242,1924,206,Current,14000
6243,1685,210,Current,494000
6244,1897,201,Current,257000
6245,1240,217,Savings,466000
6246,1076,206,Current,268000
6247,1451,211,Current,407000
6248,1153,207,Savings,21000
6249,1691,210,Current,343000
6250,1655,208,Current,108000
6251,1546,213,Savings,454000
6252,1177,203,Current,301000
6253,1339,206,Current,178000
6254,1227,211,Savings,390000
6255,1070,208,Savings,152000
6256,1355,218,Savings,292000
6257,1024,201,Current,392000
6258,1616,207,Savings,286000
6259,1552,218,Savings,110000
6260,1347,220,Current,415000
6261,1587,201,Current,136000
6262,1883,219,Savings,317000
6263,1932,209,Savings,406000
6264,1156,208,Savings,137000
6265,1210,209,Current,73000
6266,1684,218,Current,334000
6267,1912,214,Savings,51000
6268,1632,201,Current,79000
6269,1410,202,Savings,455000
6270,1297,208,Current,150000
6271,1760,216,Savings,441000
6272,1912,213,Current,186000
6273,1928,214,Current,285000
6274,1924,211,Savings,246000
6275,1720,214,Current,329000
6276,1877,216,Savings,280000
6277,1406,203,Savings,495000
6278,1656,214,Savings,478000
6279,1210,207,Current,406000
6280,1469,209,Current,469000
6281,1912,213,Current,183000
6282,1946,207,Current,23000
6283,1586,206,Current,47000
6284,1111,212,Current,192000
6285,1969,219,Current,67000
6286,1275,205,Savings,175000
6287,1983,208,Current,167000
6288,1086,211,Current,260000
6289,1633,220,Savings,73000
6290,1294,218,Current,364000
6291,1636,214,Savings,350000
6292,1024,209,Current,100000
6293,1828,218,Savings,413000
6294,1822,207,Savings,44000
6295,1342,209,Savings,420000
6296,1999,218,Savings,265000
6297,1783,211,Current,381000
6298,1756,208,Savings,443000
6299,1200,206,Savings,343000
6300,1751,209,Savings,243000
6301,1680,216,Current,344000
6302,1724,207,Current,43000
6303,1995,211,Savings,46000
6304,1400,202,Savings,59000
6305,1437,211,Current,242000
6306,1819,207,Current,183000
6307,1279,215,Current,263000
6308,1488,218,Savings,366000
6309,1715,212,Current,130000
6310,1901,215,Current,403000
6311,1107,217,Savings,435000
6312,1320,218,Current,33000
6313,1209,203,Savings,238000
6314,1246,215,Current,456000
6315,1282,212,Savings,449000
6316,1157,219,Current,156000
6317,1033,207,Savings,243000
6318,1078,209,Savings,483000
6319,1485,219,Savings,311000
6320,1664,219,Current,194000
6321,1433,209,Savings,131000
6322,1614,216,Current,292000
6323,1572,218,Current,73000
6324,1170,215,Savings,366000
6325,1124,203,Savings,32000
6326,1944,218,Current,77000
6327,1086,206,Savings,414000
6328,1152,205,Current,316000
6329,1147,215,Savings,442000
6330,1711,210,Current,228000
6331,1055,213,Current,422000
6332,1536,212,Savings,61000
6333,1233,203,Savings,302000
6334,1079,219,Current,46000
6335,1558,204,Current,423000
6336,1317,214,Savings,480000
6337,1136,218,Current,357000
6338,1088,202,Savings,360000
6339,1484,213,Current,473000
6340,1834,205,Savings,356000
6341,1079,219,Current,310000
6342,1818,204,Current,492000
6343,1120,209,Current,378000
6344,1790,211,Current,133000
6345,1365,205,Savings,253000
6346,1790,204,Current,203000
6347,1524,210,Savings,132000
6348,1034,209,Savings,54000
6349,1153,216,Current,40000
6350,1269,211,Savings,218000
6351,1585,208,Savings,341000
6352,1155,206,Savings,185000
6353,1140,210,Savings,346000
6354,1388,211,Current,446000
6355,1586,213,Current,430000
6356,1741,212,Current,59000
6357,1632,202,Savings,132000
6358,1349,218,Current,155000
6359,1632,214,Savings,56000
6360,1731,205,Savings,6000
6361,1559,208,Savings,287000
6362,1902,220,Savings,305000
6363,1404,213,Savings,380000
6364,1463,210,Savings,51000
6365,1188,216,Current,146000
6366,1970,208,Current,226000
6367,1817,205,Savings,339000
6368,1786,217,Savings,295000
6369,1679,214,Savings,97000
6370,1110,205,Current,217000
6371,1708,215,Savings,420000
6372,1158,206,Savings,490000
6373,1002,218,Current,239000
6374,1941,219,Savings,30000
6375,1140,208,Savings,492000
6376,1792,213,Savings,161000
6377,1717,211,Savings,311000
6378,1281,214,Savings,340000
6379,1869,220,Current,363000
6380,1656,218,Savings,185000
6381,1806,214,Current,136000
6382,1399,215,Savings,151000
6383,1477,214,Current,96000
6384,1146,210,Current,44000
6385,1834,201,Savings,386000
6386,1965,203,Savings,403000
6387,1014,212,Savings,87000
6388,1647,217,Savings,313000
6389,1159,212,Savings,228000
6390,1173,215,Savings,89000
6391,1107,210,Current,52000
6392,1500,210,Savings,77000
6393,1468,220,Savings,157000
6394,1381,210,Savings,308000
6395,1104,204,Current,429000
6396,1831,205,Current,142000
6397,1739,218,Savings,371000
6398,1202,212,Current,331000
6399,1248,213,Current,39000
6400,1791,215,Current,163000
6401,1703,206,Current,55000
6402,1633,212,Current,397000
6403,1022,215,Savings,287000
6404,1783,208,Current,404000
6405,1979,217,Current,277000
6406,1474,214,Current,95000
6407,1241,204,Savings,166000
6408,1939,219,Current,127000
6409,1389,213,Current,267000
6410,1997,212,Savings,493000
6411,1943,212,Current,21000
6412,1658,216,Savings,53000
6413,1408,214,Savings,420000
6414,1201,217,Savings,58000
6415,1134,201,Current,71000
6416,1344,204,Current,61000
6417,1703,209,Savings,326000
6418,1746,207,Savings,461000
6419,1310,216,Savings,301000
6420,1053,202,Savings,213000
6421,1845,208,Current,164000
6422,1551,210,Current,32000
6423,1137,209,Current,266000
6424,1154,218,Savings,147000
6425,1683,213,Current,250000
6426,1257,219,Current,182000
6427,1877,217,Savings,337000
6428,1254,206,Savings,500000
6429,1458,213,Savings,96000
6430,1712,216,Savings,30000
6431,1865,218,Savings,230000
6432,1099,219,Savings,457000
6433,1557,219,Savings,340000
6434,1390,220,Savings,487000
6435,1580,205,Savings,117000
6436,1054,212,Savings,375000
6437,1973,216,Savings,88000
6438,1561,215,Current,312000
6439,1457,208,Savings,311000
6440,1453,207,Savings,312000
6441,1924,220,Current,406000
6442,1543,203,Savings,322000
6443,1345,203,Savings,76000
6444,1253,202,Current,221000
6445,1839,217,Savings,75000
6446,1663,203,Savings,228000
6447,1763,202,Current,14000
6448,1571,208,Savings,303000
6449,1238,213,Savings,95000
6450,1587,220,Current,202000
6451,1418,206,Savings,234000
6452,1640,212,Savings,367000
6453,1435,219,Savings,134000
6454,1800,217,Savings,79000
6455,1027,206,Savings,228000
6456,1540,216,Current,158000
6457,1548,220,Current,49000
6458,1954,211,Savings,190000
6459,1087,210,Current,460000
6460,1232,213,Current,485000
6461,1577,202,Current,353000
6462,1064,211,Current,107000
6463,1980,217,Current,74000
6464,1025,211,Savings,436000
6465,1746,204,Current,220000
6466,1042,209,Current,42000
6467,1459,202,Current,495000
6468,1537,207,Current,44000
6469,1371,207,Savings,458000
6470,1192,217,Savings,375000
6471,1607,219,Savings,413000
6472,1736,213,Current,135000
6473,1413,216,Savings,64000
6474,1022,201,Current,471000
6475,1766,213,Savings,494000
6476,1887,205,Savings,60000
6477,1612,218,Current,221000
6478,1457,219,Savings,201000
6479,1304,206,Current,329000
6480,1664,203,Savings,118000
6481,1236,214,Current,123000
6482,1788,216,Savings,258000
6483,1255,207,Current,201000
6484,1755,201,Savings,258000
6485,1560,211,Current,311000
6486,1443,214,Current,365000
6487,1545,208,Savings,418000
6488,1078,210,Current,126000
6489,1040,208,Savings,403000
6490,1666,201,Savings,208000
6491,1309,201,Current,50000
6492,1262,205,Savings,424000
6493,1271,207,Current,499000
6494,1638,213,Current,454000
6495,1251,205,Current,399000
6496,1941,220,Current,407000
6497,1072,203,Savings,223000
6498,1206,201,Current,203000
6499,1077,215,Current,253000
6500,1229,217,Current,384000
