card_id,customer_id,card_type,expiry_year,card_status
9824,1485,Credit,2029,Expired
9825,1351,Debit,2029,Blocked
9826,1106,Credit,2032,Active
9827,1051,Debit,2031,Expired
9828,1247,Credit,2027,Active
9829,1379,Credit,2028,Blocked
9830,1274,Debit,2030,Active
9831,1810,Credit,2031,Expired
9832,1447,Debit,2029,Active
9833,1810,Credit,2031,Blocked
9834,1007,Debit,2030,Active
9835,1913,Debit,2030,Blocked
9836,1319,Debit,2032,Active
9837,1539,Credit,2030,Expired
9838,1004,Debit,2027,Blocked
9839,1427,Debit,2032,Blocked
9840,1097,Debit,2028,Active
9841,1368,Debit,2029,Active
9842,1991,Debit,2032,Blocked
9843,1456,Credit,2032,Active
9844,1615,Debit,2028,Expired
9845,1964,Credit,2029,Blocked
9846,1621,Debit,2027,Active
9847,1163,Credit,2027,Active
9848,1905,Credit,2032,Blocked
9849,1825,Debit,2031,Expired
9850,1572,Debit,2030,Blocked
9851,1513,Debit,2030,Expired
9852,1394,Debit,2027,Expired
9853,1931,Debit,2031,Blocked
9854,1063,Debit,2028,Active
9855,1174,Debit,2029,Expired
9856,1248,Debit,2030,Expired
9857,1508,Debit,2032,Blocked
9858,1127,Credit,2031,Active
9859,1049,Credit,2032,Active
9860,1120,Debit,2031,Active
9861,1919,Debit,2029,Active
9862,1894,Debit,2029,Blocked
9863,1641,Credit,2030,Blocked
9864,1250,Credit,2027,Active
9865,1898,Credit,2028,Active
9866,1459,Credit,2030,Active
9867,1942,Debit,2032,Active
9868,1612,Debit,2030,Expired
9869,1270,Credit,2029,Blocked
9870,1056,Debit,2032,Blocked
9871,1911,Credit,2027,Active
9872,1374,Debit,2031,Blocked
9873,1925,Credit,2029,Expired
9874,1159,Credit,2031,Active
9875,1175,Debit,2027,Active
9876,1513,Credit,2029,Expired
9877,1176,Debit,2030,Active
9878,1625,Credit,2028,Active
9879,1247,Debit,2031,Expired
9880,1209,Debit,2032,Active
9881,1053,Debit,2028,Expired
9882,1367,Debit,2032,Blocked
9883,1151,Debit,2027,Blocked
9884,1356,Credit,2031,Expired
9885,1915,Debit,2027,Expired
9886,1087,Credit,2031,Blocked
9887,1861,Debit,2030,Blocked
9888,1513,Debit,2029,Expired
9889,1165,Credit,2030,Active
9890,1494,Credit,2032,Expired
9891,1532,Credit,2028,Expired
9892,1302,Credit,2029,Blocked
9893,1117,Credit,2027,Expired
9894,1857,Debit,2028,Active
9895,1602,Debit,2031,Expired
9896,1229,Credit,2029,Blocked
9897,1457,Debit,2029,Blocked
9898,1910,Credit,2031,Expired
9899,1436,Debit,2027,Expired
9900,1391,Credit,2030,Active
9901,1104,Credit,2029,Blocked
9902,1130,Credit,2029,Blocked
9903,1564,Credit,2031,Active
9904,1257,Debit,2029,Expired
9905,1577,Debit,2030,Active
9906,1766,Credit,2028,Expired
9907,1984,Credit,2028,Active
9908,1785,Credit,2029,Blocked
9909,1340,Debit,2029,Blocked
9910,1399,Debit,2030,Blocked
9911,1383,Credit,2028,Expired
9912,1844,Credit,2028,Expired
9913,1314,Debit,2028,Active
9914,1574,Credit,2027,Expired
9915,1740,Debit,2028,Expired
9916,1819,Debit,2030,Expired
9917,1190,Debit,2030,Blocked
9918,1053,Credit,2032,Expired
9919,1765,Credit,2031,Expired
9920,1329,Debit,2027,Active
9921,1877,Credit,2028,Active
9922,1439,Credit,2032,Expired
9923,1869,Credit,2027,Blocked
9924,1071,Debit,2031,Blocked
9925,1398,Credit,2029,Expired
9926,1289,Debit,2027,Expired
9927,1308,Debit,2028,Blocked
9928,1695,Debit,2030,Blocked
9929,1189,Credit,2029,Active
9930,1646,Debit,2027,Expired
9931,1838,Debit,2028,Blocked
9932,1453,Debit,2032,Expired
9933,1619,Credit,2032,Expired
9934,1483,Credit,2030,Blocked
9935,1842,Credit,2028,Expired
9936,1434,Debit,2028,Expired
9937,1095,Credit,2031,Active
9938,1303,Debit,2028,Active
9939,1566,Debit,2027,Active
9940,1462,Debit,2028,Blocked
9941,1550,Debit,2031,Blocked
9942,1626,Credit,2030,Blocked
9943,1497,Debit,2031,Active
9944,1764,Debit,2028,Expired
9945,1334,Debit,2031,Expired
9946,1039,Debit,2032,Blocked
9947,1095,Debit,2027,Expired
9948,1867,Credit,2029,Active
9949,1470,Debit,2028,Blocked
9950,1552,Debit,2030,Blocked
9951,1426,Debit,2029,Active
9952,1314,Credit,2029,Active
9953,1382,Credit,2027,Blocked
9954,1221,Debit,2031,Active
9955,1382,Debit,2031,Blocked
9956,1741,Debit,2030,Expired
9957,1828,Credit,2031,Expired
9958,1814,Debit,2030,Expired
9959,1565,Debit,2027,Blocked
9960,1926,Credit,2029,Expired
9961,1001,Credit,2032,Expired
9962,1794,Credit,2029,Blocked
9963,1706,Credit,2028,Blocked
9964,1670,Credit,2031,Blocked
9965,1594,Debit,2032,Active
9966,1525,Credit,2028,Active
9967,1178,Debit,2029,Expired
9968,1636,Debit,2027,Blocked
9969,1723,Debit,2027,Expired
9970,1272,Credit,2029,Active
9971,1341,Debit,2030,Expired
9972,1665,Credit,2029,Expired
9973,1280,Credit,2032,Blocked
9974,1253,Credit,2029,Active
9975,1985,Credit,2029,Blocked
9976,1511,Credit,2031,Active
9977,1028,Debit,2029,Blocked
9978,1020,Credit,2032,Active
9979,1348,Credit,2027,Active
9980,1291,Debit,2032,Active
9981,1836,Debit,2029,Blocked
9982,1575,Credit,2030,Active
9983,1165,Credit,2029,Active
9984,1371,Debit,2027,Expired
9985,1716,Credit,2032,Expired
9986,1870,Credit,2028,Active
9987,1970,Debit,2027,Blocked
9988,1393,Debit,2029,Blocked
9989,1937,Debit,2030,Blocked
9990,1618,Debit,2030,Expired
9991,1760,Credit,2028,Blocked
9992,1453,Credit,2032,Expired
9993,1103,Credit,2028,Blocked
9994,1262,Debit,2031,Active
9995,1597,Credit,2030,Active
9996,1030,Credit,2032,Active
9997,1176,Credit,2031,Blocked
9998,1539,Debit,2030,Active
9999,1686,Debit,2032,Expired
10000,1570,Debit,2031,Active
10001,1333,Debit,2030,Expired
10002,1664,Debit,2030,Blocked
10003,1272,Credit,2031,Blocked
10004,1473,Credit,2032,Expired
10005,1579,Credit,2028,Blocked
10006,1913,Debit,2031,Blocked
10007,1005,Debit,2030,Blocked
10008,1831,Debit,2032,Blocked
10009,1293,Credit,2031,Active
10010,1427,Credit,2027,Active
10011,1946,Credit,2027,Expired
10012,1151,Debit,2030,Active
10013,1410,Credit,2027,Blocked
10014,1140,Credit,2027,Active
10015,1079,Debit,2030,Active
10016,1209,Debit,2027,Blocked
10017,1522,Debit,2029,Expired
10018,1137,Credit,2028,Active
10019,1922,Debit,2027,Blocked
10020,1517,Debit,2029,Expired
10021,1323,Credit,2027,Active
10022,1870,Debit,2031,Blocked
10023,1464,Debit,2032,Blocked
10024,1756,Debit,2027,Active
10025,1254,Credit,2027,Blocked
10026,1608,Credit,2028,Expired
10027,1940,Credit,2032,Active
10028,1228,Credit,2030,Blocked
10029,1256,Debit,2030,Blocked
10030,1336,Credit,2032,Blocked
10031,1465,Credit,2030,Expired
10032,1473,Debit,2028,Expired
10033,1929,Debit,2029,Active
10034,1714,Credit,2028,Expired
10035,1509,Debit,2031,Blocked
10036,1590,Debit,2027,Expired
10037,1830,Debit,2027,Expired
10038,1347,Credit,2031,Blocked
10039,1271,Credit,2027,Expired
10040,1520,Debit,2028,Expired
10041,1306,Debit,2032,Expired
10042,1006,Credit,2027,Active
10043,1823,Credit,2030,Active
10044,1693,Credit,2029,Blocked
10045,1233,Credit,2030,Active
10046,1502,Credit,2032,Blocked
10047,1009,Credit,2032,Blocked
10048,1086,Credit,2030,Blocked
10049,1813,Debit,2031,Expired
10050,1939,Credit,2029,Blocked
10051,1691,Credit,2029,Active
10052,1554,Debit,2032,Blocked
10053,1519,Credit,2030,Blocked
10054,1948,Debit,2031,Active
10055,1633,Debit,2027,Active
10056,1910,Credit,2031,Expired
10057,1437,Credit,2032,Blocked
10058,1825,Debit,2029,Active
10059,1852,Credit,2032,Blocked
10060,1490,Credit,2029,Blocked
10061,1147,Credit,2031,Active
10062,1170,Debit,2032,Blocked
10063,1585,Credit,2028,Blocked
10064,1205,Credit,2031,Blocked
10065,1372,Credit,2027,Expired
10066,1633,Credit,2031,Expired
10067,1632,Debit,2029,Active
10068,1468,Credit,2031,Expired
10069,1073,Debit,2031,Blocked
10070,1247,Credit,2032,Blocked
10071,1013,Debit,2027,Active
10072,1209,Credit,2028,Expired
10073,1842,Debit,2029,Active
10074,1058,Credit,2028,Expired
10075,1238,Credit,2031,Expired
10076,1657,Credit,2032,Blocked
10077,1989,Debit,2029,Blocked
10078,1237,Credit,2029,Active
10079,1884,Credit,2028,Blocked
10080,1958,Credit,2030,Active
10081,1999,Credit,2031,Blocked
10082,1512,Credit,2027,Expired
10083,1541,Credit,2030,Blocked
10084,1036,Credit,2029,Active
10085,1250,Credit,2032,Blocked
10086,1228,Debit,2028,Expired
10087,1560,Credit,2030,Blocked
10088,1178,Credit,2030,Expired
10089,1968,Debit,2031,Blocked
10090,1660,Credit,2032,Active
10091,1466,Debit,2030,Active
10092,1408,Credit,2031,Expired
10093,1254,Credit,2028,Expired
10094,1694,Debit,2032,Active
10095,1653,Credit,2029,Blocked
10096,1822,Debit,2030,Blocked
10097,1205,Credit,2030,Active
10098,1926,Debit,2032,Active
10099,1908,Credit,2028,Expired
10100,1840,Credit,2028,Blocked
10101,1161,Debit,2031,Blocked
10102,1561,Debit,2030,Active
10103,1796,Debit,2029,Active
10104,1132,Debit,2030,Active
10105,1246,Credit,2029,Expired
10106,1475,Debit,2028,Active
10107,1699,Credit,2031,Blocked
10108,1121,Debit,2031,Blocked
10109,1820,Debit,2031,Active
10110,1847,Credit,2027,Expired
10111,1579,Credit,2028,Expired
10112,1953,Debit,2028,Expired
10113,1926,Debit,2027,Active
10114,1951,Debit,2029,Expired
10115,1623,Debit,2029,Expired
10116,1344,Debit,2027,Active
10117,1063,Credit,2031,Expired
10118,1831,Credit,2028,Expired
10119,1908,Credit,2031,Blocked
10120,1891,Debit,2028,Expired
10121,1797,Debit,2029,Blocked
10122,1343,Credit,2027,Blocked
10123,1424,Credit,2031,Expired
10124,1145,Credit,2028,Expired
10125,1592,Credit,2029,Active
10126,1834,Credit,2027,Active
10127,1138,Credit,2027,Expired
10128,1298,Credit,2027,Active
10129,1496,Credit,2029,Active
10130,1417,Credit,2030,Blocked
10131,1206,Credit,2031,Blocked
10132,1126,Credit,2027,Active
10133,1046,Credit,2030,Active
10134,1420,Credit,2027,Expired
10135,1322,Credit,2031,Blocked
10136,1231,Debit,2028,Expired
10137,1331,Debit,2032,Expired
10138,1900,Credit,2028,Blocked
10139,1656,Debit,2028,Expired
10140,1955,Credit,2027,Active
10141,1861,Debit,2028,Expired
10142,1894,Debit,2032,Active
10143,1526,Debit,2030,Active
10144,1754,Credit,2031,Expired
10145,1162,Credit,2030,Expired
10146,1104,Debit,2032,Expired
10147,1238,Credit,2031,Expired
10148,1445,Credit,2027,Active
10149,1010,Credit,2032,Expired
10150,1073,Debit,2029,Expired
10151,1207,Credit,2028,Active
10152,1066,Debit,2027,Expired
10153,1692,Debit,2032,Blocked
10154,1407,Credit,2030,Expired
10155,1516,Credit,2029,Active
10156,1249,Credit,2027,Active
10157,1860,Credit,2031,Active
10158,1724,Credit,2032,Active
10159,1715,Debit,2030,Blocked
10160,1659,Debit,2031,Active
10161,1234,Credit,2031,Blocked
10162,1755,Credit,2028,Blocked
10163,1991,Debit,2028,Blocked
10164,1322,Debit,2029,Active
10165,1586,Debit,2028,Blocked
10166,1955,Credit,2031,Expired
10167,1983,Debit,2030,Active
10168,1579,Debit,2032,Blocked
10169,1060,Debit,2031,Expired
10170,1930,Credit,2030,Active
10171,1682,Debit,2027,Active
10172,1888,Credit,2029,Blocked
10173,1705,Debit,2032,Expired
10174,1761,Credit,2027,Blocked
10175,1605,Debit,2029,Active
10176,1672,Debit,2031,Blocked
10177,1865,Credit,2029,Expired
10178,1908,Credit,2031,Active
10179,1598,Debit,2030,Expired
10180,1204,Debit,2032,Blocked
10181,1898,Debit,2029,Active
10182,1568,Credit,2032,Blocked
10183,1164,Debit,2027,Active
10184,1656,Debit,2029,Blocked
10185,1530,Credit,2029,Blocked
10186,1991,Credit,2031,Blocked
10187,1576,Debit,2027,Blocked
10188,1963,Credit,2032,Expired
10189,1807,Debit,2029,Active
10190,1765,Debit,2028,Expired
10191,1802,Debit,2028,Active
10192,1494,Debit,2031,Blocked
10193,1154,Debit,2032,Expired
10194,1687,Debit,2032,Expired
10195,1584,Credit,2027,Blocked
10196,1970,Credit,2027,Active
10197,1446,Debit,2032,Active
10198,1621,Debit,2029,Expired
10199,1421,Debit,2029,Blocked
10200,1498,Debit,2030,Expired
