transaction_id,account_id,transaction_type,amount,transaction_date
11223,5946,Deposit,16000,2026-07-30
11224,5491,Transfer,32000,2026-07-30
11225,6017,Transfer,49500,2026-07-30
11226,6412,Transfer,75000,2026-07-30
11227,5142,Withdrawal,54000,2026-07-30
11228,5450,Transfer,70000,2026-07-30
11229,6476,Withdrawal,71000,2026-07-30
11230,6066,Deposit,36500,2026-07-30
11231,5316,Withdrawal,77000,2026-07-30
11232,6485,Deposit,44500,2026-07-30
11233,6416,Transfer,23500,2026-07-30
11234,6214,Transfer,99000,2026-07-30
11235,6127,Withdrawal,19500,2026-07-30
11236,5031,Withdrawal,44500,2026-07-30
11237,6000,Withdrawal,97000,2026-07-30
11238,6321,Transfer,34000,2026-07-30
11239,5449,Withdrawal,2500,2026-07-30
11240,6356,Deposit,35500,2026-07-30
11241,5851,Deposit,27000,2026-07-30
11242,6469,Transfer,14000,2026-07-30
11243,5842,Withdrawal,33000,2026-07-30
11244,5387,Transfer,46000,2026-07-30
11245,5345,Deposit,43000,2026-07-30
11246,5175,Deposit,100000,2026-07-30
11247,5909,Withdrawal,66000,2026-07-30
11248,5903,Transfer,32500,2026-07-30
11249,5010,Transfer,85000,2026-07-30
11250,5513,Withdrawal,48500,2026-07-30
11251,5236,Deposit,27500,2026-07-30
11252,6473,Deposit,64500,2026-07-30
11253,5272,Withdrawal,20000,2026-07-30
11254,5141,Withdrawal,75000,2026-07-30
11255,6363,Deposit,22000,2026-07-30
11256,5207,Deposit,34500,2026-07-30
11257,5234,Deposit,67500,2026-07-30
11258,5396,Transfer,72500,2026-07-30
11259,6368,Deposit,61500,2026-07-30
11260,5355,Transfer,13500,2026-07-30
11261,5441,Transfer,47000,2026-07-30
11262,6094,Transfer,89000,2026-07-30
11263,5090,Withdrawal,42000,2026-07-30
11264,5190,Deposit,17000,2026-07-30
11265,5055,Transfer,68000,2026-07-30
11266,5346,Transfer,96000,2026-07-30
11267,6232,Transfer,10500,2026-07-30
11268,5643,Transfer,41500,2026-07-30
11269,5001,Withdrawal,83500,2026-07-30
11270,6100,Deposit,33500,2026-07-30
11271,5587,Withdrawal,10500,2026-07-30
11272,6461,Transfer,25000,2026-07-30
11273,6308,Transfer,47000,2026-07-30
11274,5442,Transfer,34000,2026-07-30
11275,5081,Transfer,71000,2026-07-30
11276,5371,Transfer,90500,2026-07-30
11277,5310,Withdrawal,71000,2026-07-30
11278,6473,Deposit,36500,2026-07-30
11279,5893,Transfer,51000,2026-07-30
11280,5687,Transfer,51500,2026-07-30
11281,5460,Withdrawal,13500,2026-07-30
11282,5791,Deposit,77500,2026-07-30
11283,6357,Withdrawal,95000,2026-07-30
11284,5904,Withdrawal,100000,2026-07-30
11285,6483,Deposit,55000,2026-07-30
11286,5761,Withdrawal,98000,2026-07-30
11287,5756,Transfer,25500,2026-07-30
11288,6043,Deposit,96000,2026-07-30
11289,6175,Deposit,93500,2026-07-30
11290,5980,Deposit,35500,2026-07-30
11291,6388,Deposit,32000,2026-07-30
11292,6098,Deposit,92500,2026-07-30
11293,5164,Transfer,25500,2026-07-30
11294,5623,Transfer,14500,2026-07-30
11295,5607,Withdrawal,50000,2026-07-30
11296,5950,Withdrawal,95500,2026-07-30
11297,5792,Transfer,60500,2026-07-30
11298,5331,Withdrawal,14500,2026-07-30
11299,6104,Deposit,70500,2026-07-30
11300,6106,Transfer,72000,2026-07-30
11301,5270,Transfer,73000,2026-07-30
11302,6443,Deposit,29000,2026-07-30
11303,6361,Withdrawal,23000,2026-07-30
11304,5203,Deposit,76500,2026-07-30
11305,5013,Deposit,95500,2026-07-30
11306,6212,Deposit,57000,2026-07-30
11307,5993,Withdrawal,56000,2026-07-30
11308,5887,Transfer,97500,2026-07-30
11309,6206,Deposit,82500,2026-07-30
11310,5059,Withdrawal,94000,2026-07-30
11311,6099,Withdrawal,26500,2026-07-30
11312,5687,Deposit,85000,2026-07-30
11313,6326,Deposit,72500,2026-07-30
11314,5631,Transfer,87000,2026-07-30
11315,5806,Transfer,98000,2026-07-30
11316,5925,Withdrawal,60000,2026-07-30
11317,5258,Withdrawal,82500,2026-07-30
11318,5250,Deposit,85500,2026-07-30
11319,5436,Transfer,24500,2026-07-30
11320,6198,Deposit,6500,2026-07-30
11321,6348,Withdrawal,9500,2026-07-30
11322,5720,Withdrawal,37000,2026-07-30
11323,5400,Transfer,89500,2026-07-30
11324,5381,Deposit,82000,2026-07-30
11325,5269,Deposit,31500,2026-07-30
11326,6174,Withdrawal,50500,2026-07-30
11327,5216,Withdrawal,81500,2026-07-30
11328,5969,Transfer,58500,2026-07-30
11329,5727,Transfer,16000,2026-07-30
11330,5015,Transfer,80500,2026-07-30
11331,6048,Deposit,15000,2026-07-30
11332,5014,Transfer,21500,2026-07-30
11333,5731,Withdrawal,12500,2026-07-30
11334,5145,Transfer,26000,2026-07-30
11335,5682,Deposit,70500,2026-07-30
11336,5165,Withdrawal,48000,2026-07-30
11337,5327,Deposit,80000,2026-07-30
11338,5512,Withdrawal,5000,2026-07-30
11339,5731,Deposit,71500,2026-07-30
11340,6429,Deposit,90000,2026-07-30
11341,6048,Transfer,37000,2026-07-30
11342,5473,Transfer,47500,2026-07-30
11343,5713,Withdrawal,76500,2026-07-30
11344,5372,Transfer,59500,2026-07-30
11345,6475,Transfer,35000,2026-07-30
11346,5531,Deposit,63000,2026-07-30
11347,5393,Withdrawal,50500,2026-07-30
11348,5219,Withdrawal,10000,2026-07-30
11349,5881,Deposit,37000,2026-07-30
11350,5435,Transfer,93000,2026-07-30
11351,6163,Withdrawal,89500,2026-07-30
11352,6364,Transfer,82000,2026-07-30
11353,6451,Transfer,55000,2026-07-30
11354,5214,Transfer,95000,2026-07-30
11355,5311,Withdrawal,100000,2026-07-30
11356,5868,Withdrawal,63000,2026-07-30
11357,5293,Transfer,64500,2026-07-30
11358,5387,Deposit,46500,2026-07-30
11359,5957,Withdrawal,69500,2026-07-30
11360,5440,Transfer,4500,2026-07-30
11361,5200,Withdrawal,67500,2026-07-30
11362,5463,Deposit,25500,2026-07-30
11363,6180,Deposit,22000,2026-07-30
11364,6202,Withdrawal,77500,2026-07-30
11365,5977,Withdrawal,82000,2026-07-30
11366,5790,Deposit,6000,2026-07-30
11367,5648,Deposit,97000,2026-07-30
11368,5129,Withdrawal,37000,2026-07-30
11369,5638,Withdrawal,63000,2026-07-30
11370,6440,Deposit,10500,2026-07-30
11371,5413,Withdrawal,37000,2026-07-30
11372,5662,Withdrawal,20000,2026-07-30
11373,5166,Transfer,87000,2026-07-30
11374,5579,Deposit,46500,2026-07-30
11375,5506,Deposit,16500,2026-07-30
11376,5207,Withdrawal,6000,2026-07-30
11377,5148,Withdrawal,89000,2026-07-30
11378,6274,Deposit,82500,2026-07-30
11379,5332,Deposit,19000,2026-07-30
11380,5813,Deposit,87000,2026-07-30
11381,5758,Transfer,37500,2026-07-30
11382,6215,Withdrawal,83500,2026-07-30
11383,5627,Transfer,37000,2026-07-30
11384,5259,Deposit,12000,2026-07-30
11385,5957,Transfer,37500,2026-07-30
11386,5333,Withdrawal,65000,2026-07-30
11387,5342,Deposit,63500,2026-07-30
11388,5633,Deposit,77500,2026-07-30
11389,5665,Withdrawal,80500,2026-07-30
11390,6410,Deposit,13000,2026-07-30
11391,5569,Transfer,80000,2026-07-30
11392,5562,Transfer,50000,2026-07-30
11393,5833,Withdrawal,79500,2026-07-30
11394,6070,Transfer,38500,2026-07-30
11395,5776,Deposit,53000,2026-07-30
11396,5760,Deposit,10500,2026-07-30
11397,5245,Deposit,28500,2026-07-30
11398,6336,Deposit,48000,2026-07-30
11399,6261,Withdrawal,59000,2026-07-30
11400,5690,Deposit,5000,2026-07-30
11401,5088,Transfer,25500,2026-07-30
11402,6226,Transfer,98500,2026-07-30
11403,5226,Transfer,69500,2026-07-30
11404,5918,Transfer,80500,2026-07-30
11405,5269,Transfer,56000,2026-07-30
11406,5289,Deposit,74500,2026-07-30
11407,6177,Transfer,72000,2026-07-30
11408,6233,Deposit,57000,2026-07-30
11409,6256,Withdrawal,4000,2026-07-30
11410,6061,Deposit,93000,2026-07-30
11411,5384,Withdrawal,11000,2026-07-30
11412,5006,Transfer,69000,2026-07-30
11413,6215,Deposit,15500,2026-07-30
11414,5574,Transfer,70500,2026-07-30
11415,5971,Transfer,40000,2026-07-30
11416,5392,Deposit,94500,2026-07-30
11417,5854,Withdrawal,8000,2026-07-30
11418,5781,Deposit,43000,2026-07-30
11419,5598,Transfer,80500,2026-07-30
11420,6238,Deposit,42500,2026-07-30
11421,5951,Withdrawal,75500,2026-07-30
11422,5077,Withdrawal,10500,2026-07-30
11423,6402,Deposit,53000,2026-07-30
11424,5147,Deposit,55500,2026-07-30
11425,5280,Deposit,12000,2026-07-30
11426,6281,Deposit,45000,2026-07-30
11427,6123,Deposit,77000,2026-07-30
11428,5467,Transfer,15000,2026-07-30
11429,6357,Transfer,500,2026-07-30
11430,6329,Deposit,27500,2026-07-30
11431,5414,Deposit,73000,2026-07-30
11432,5164,Deposit,14000,2026-07-30
11433,5621,Transfer,59500,2026-07-30
11434,5616,Withdrawal,21500,2026-07-30
11435,5795,Withdrawal,30000,2026-07-30
11436,5503,Transfer,84500,2026-07-30
11437,6139,Transfer,81500,2026-07-30
11438,5306,Deposit,21500,2026-07-30
11439,5652,Withdrawal,80500,2026-07-30
11440,5241,Withdrawal,57500,2026-07-30
11441,5430,Withdrawal,88500,2026-07-30
11442,5466,Deposit,99500,2026-07-30
11443,5647,Deposit,88000,2026-07-30
11444,5987,Deposit,28500,2026-07-30
11445,5003,Withdrawal,92500,2026-07-30
11446,5784,Deposit,77500,2026-07-30
11447,5932,Deposit,85000,2026-07-30
11448,6333,Withdrawal,38500,2026-07-30
11449,5713,Transfer,37500,2026-07-30
11450,5712,Deposit,50000,2026-07-30
11451,5763,Deposit,47500,2026-07-30
11452,6252,Transfer,79000,2026-07-30
11453,5627,Transfer,34000,2026-07-30
11454,5565,Deposit,14000,2026-07-30
11455,5422,Withdrawal,99500,2026-07-30
11456,5459,Withdrawal,19000,2026-07-30
11457,6212,Withdrawal,56000,2026-07-30
11458,5684,Withdrawal,31000,2026-07-30
11459,5720,Transfer,18000,2026-07-30
11460,5988,Deposit,17000,2026-07-30
11461,6444,Transfer,70000,2026-07-30
11462,6048,Withdrawal,31000,2026-07-30
11463,5296,Transfer,61000,2026-07-30
11464,5995,Deposit,9000,2026-07-30
11465,6310,Withdrawal,66500,2026-07-30
11466,5582,Transfer,56500,2026-07-30
11467,5627,Withdrawal,77000,2026-07-30
11468,5625,Transfer,94000,2026-07-30
11469,5798,Withdrawal,49000,2026-07-30
11470,5805,Transfer,78000,2026-07-30
11471,6382,Withdrawal,25000,2026-07-30
11472,6346,Deposit,47000,2026-07-30
11473,5014,Deposit,52000,2026-07-30
11474,5594,Withdrawal,87500,2026-07-30
11475,6109,Deposit,78000,2026-07-30
11476,5462,Deposit,35500,2026-07-30
11477,5168,Deposit,23500,2026-07-30
11478,5773,Transfer,72500,2026-07-30
11479,5477,Deposit,92000,2026-07-30
11480,5514,Transfer,95500,2026-07-30
11481,5257,Transfer,44000,2026-07-30
11482,5906,Withdrawal,31000,2026-07-30
11483,5723,Withdrawal,96000,2026-07-30
11484,6125,Deposit,42000,2026-07-30
11485,5519,Transfer,33500,2026-07-30
11486,5999,Deposit,71500,2026-07-30
11487,5892,Deposit,32000,2026-07-30
11488,6382,Withdrawal,97500,2026-07-30
11489,5744,Deposit,90500,2026-07-30
11490,5165,Transfer,74000,2026-07-30
11491,5691,Withdrawal,91500,2026-07-30
11492,6345,Transfer,93500,2026-07-30
11493,5280,Deposit,38500,2026-07-30
11494,5531,Transfer,70500,2026-07-30
11495,5442,Deposit,73000,2026-07-30
11496,5614,Deposit,47500,2026-07-30
11497,5781,Deposit,32000,2026-07-30
11498,5850,Withdrawal,19500,2026-07-30
11499,5448,Deposit,65500,2026-07-30
11500,5005,Deposit,12500,2026-07-30
11501,5587,Withdrawal,30500,2026-07-30
11502,6022,Deposit,45000,2026-07-30
11503,6018,Transfer,61000,2026-07-30
11504,6037,Transfer,88500,2026-07-30
11505,6030,Deposit,66500,2026-07-30
11506,5879,Withdrawal,27000,2026-07-30
11507,6019,Transfer,34500,2026-07-30
11508,6135,Deposit,12000,2026-07-30
11509,5733,Withdrawal,39000,2026-07-30
11510,5188,Transfer,90000,2026-07-30
11511,5779,Withdrawal,48000,2026-07-30
11512,5204,Withdrawal,28000,2026-07-30
11513,5120,Transfer,17500,2026-07-30
11514,5129,Deposit,79500,2026-07-30
11515,5088,Deposit,63500,2026-07-30
11516,5594,Withdrawal,83000,2026-07-30
11517,5354,Transfer,7500,2026-07-30
11518,5212,Transfer,41000,2026-07-30
11519,6446,Deposit,43000,2026-07-30
11520,5895,Deposit,38000,2026-07-30
11521,5269,Withdrawal,40000,2026-07-30
11522,5597,Deposit,20000,2026-07-30
11523,6283,Transfer,47000,2026-07-30
11524,6004,Withdrawal,5000,2026-07-30
11525,5160,Withdrawal,82500,2026-07-30
11526,5281,Withdrawal,75500,2026-07-30
11527,5088,Withdrawal,22500,2026-07-30
11528,5701,Deposit,56500,2026-07-30
11529,5481,Transfer,92000,2026-07-30
11530,6408,Transfer,79500,2026-07-30
11531,5401,Transfer,26500,2026-07-30
11532,5836,Transfer,59500,2026-07-30
11533,5768,Transfer,100000,2026-07-30
11534,5382,Deposit,7000,2026-07-30
11535,5986,Transfer,2500,2026-07-30
11536,5360,Deposit,21500,2026-07-30
11537,6404,Withdrawal,93500,2026-07-30
11538,5416,Deposit,31000,2026-07-30
11539,6286,Transfer,80500,2026-07-30
11540,6184,Withdrawal,98000,2026-07-30
11541,5271,Transfer,84500,2026-07-30
11542,6424,Withdrawal,3500,2026-07-30
11543,5926,Withdrawal,35500,2026-07-30
11544,6205,Deposit,9500,2026-07-30
11545,5796,Transfer,28000,2026-07-30
11546,6388,Deposit,90000,2026-07-30
11547,6020,Transfer,95500,2026-07-30
11548,5774,Transfer,68500,2026-07-30
11549,5106,Withdrawal,76000,2026-07-30
11550,6253,Deposit,17500,2026-07-30
11551,5741,Deposit,80000,2026-07-30
11552,5173,Transfer,2000,2026-07-30
11553,6242,Deposit,56000,2026-07-30
11554,5465,Transfer,56000,2026-07-30
11555,5651,Deposit,87500,2026-07-30
11556,5399,Withdrawal,9000,2026-07-30
11557,5181,Withdrawal,7500,2026-07-30
11558,6224,Transfer,41500,2026-07-30
11559,5610,Deposit,95000,2026-07-30
11560,6043,Deposit,56500,2026-07-30
11561,5522,Transfer,73000,2026-07-30
11562,5289,Deposit,85500,2026-07-30
11563,5323,Deposit,62000,2026-07-30
11564,5068,Transfer,50000,2026-07-30
11565,6447,Deposit,6500,2026-07-30
11566,6477,Deposit,94000,2026-07-30
11567,5322,Withdrawal,29000,2026-07-30
11568,5024,Withdrawal,17500,2026-07-30
11569,5504,Transfer,6000,2026-07-30
11570,6431,Deposit,41500,2026-07-30
11571,5400,Transfer,83500,2026-07-30
11572,6108,Deposit,77000,2026-07-30
11573,5254,Withdrawal,21000,2026-07-30
11574,6484,Withdrawal,19500,2026-07-30
11575,5131,Deposit,37500,2026-07-30
11576,5979,Transfer,26000,2026-07-30
11577,5261,Transfer,42500,2026-07-30
11578,6497,Withdrawal,83500,2026-07-30
11579,5248,Withdrawal,28000,2026-07-30
11580,5274,Transfer,63000,2026-07-30
11581,5960,Transfer,26500,2026-07-30
11582,6353,Transfer,66000,2026-07-30
11583,5868,Deposit,82000,2026-07-30
11584,5752,Deposit,2500,2026-07-30
11585,5422,Deposit,96000,2026-07-30
11586,5729,Withdrawal,89000,2026-07-30
11587,5345,Withdrawal,62000,2026-07-30
11588,6323,Withdrawal,8000,2026-07-30
11589,5477,Withdrawal,90000,2026-07-30
11590,5265,Transfer,31500,2026-07-30
11591,6355,Transfer,69000,2026-07-30
11592,5302,Deposit,65500,2026-07-30
11593,6112,Transfer,32500,2026-07-30
11594,5778,Transfer,73000,2026-07-30
11595,5815,Deposit,100000,2026-07-30
11596,5983,Withdrawal,91500,2026-07-30
11597,5952,Deposit,89000,2026-07-30
11598,5983,Deposit,97500,2026-07-30
11599,6124,Withdrawal,86500,2026-07-30
11600,5849,Transfer,65500,2026-07-30
11601,6210,Deposit,45500,2026-07-30
11602,5751,Deposit,39000,2026-07-30
11603,6122,Deposit,69000,2026-07-30
11604,5097,Deposit,57000,2026-07-30
11605,6431,Transfer,10500,2026-07-30
11606,5216,Deposit,32000,2026-07-30
11607,5318,Withdrawal,76500,2026-07-30
11608,5186,Transfer,99000,2026-07-30
11609,5472,Withdrawal,15000,2026-07-30
11610,5606,Withdrawal,1000,2026-07-30
11611,5790,Transfer,51500,2026-07-30
11612,5046,Deposit,78000,2026-07-30
11613,5700,Transfer,62500,2026-07-30
11614,5426,Transfer,46500,2026-07-30
11615,5878,Withdrawal,28000,2026-07-30
11616,6007,Deposit,24500,2026-07-30
11617,5654,Transfer,88500,2026-07-30
11618,5588,Withdrawal,57500,2026-07-30
11619,6115,Withdrawal,2000,2026-07-30
11620,6194,Transfer,91000,2026-07-30
11621,5614,Withdrawal,33500,2026-07-30
11622,5419,Transfer,94500,2026-07-30
11623,5596,Deposit,35500,2026-07-30
11624,5574,Withdrawal,80500,2026-07-30
11625,6407,Withdrawal,42000,2026-07-30
11626,5630,Deposit,47500,2026-07-30
11627,6155,Deposit,23500,2026-07-30
11628,6122,Withdrawal,11500,2026-07-30
11629,6230,Withdrawal,5000,2026-07-30
11630,6281,Transfer,72000,2026-07-30
11631,5496,Withdrawal,75000,2026-07-30
11632,6361,Deposit,94000,2026-07-30
11633,5440,Transfer,42500,2026-07-30
11634,5425,Deposit,37500,2026-07-30
11635,6279,Withdrawal,45000,2026-07-30
11636,6180,Transfer,48500,2026-07-30
11637,6104,Transfer,9000,2026-07-30
11638,6400,Deposit,6000,2026-07-30
11639,5582,Withdrawal,31500,2026-07-30
11640,6180,Transfer,24000,2026-07-30
11641,6153,Deposit,92500,2026-07-30
11642,6199,Withdrawal,83500,2026-07-30
11643,5251,Deposit,63500,2026-07-30
11644,5895,Withdrawal,94500,2026-07-30
11645,6461,Deposit,87000,2026-07-30
11646,5793,Deposit,87500,2026-07-30
11647,5798,Withdrawal,91000,2026-07-30
11648,5125,Withdrawal,79000,2026-07-30
11649,5590,Withdrawal,6000,2026-07-30
11650,6347,Transfer,31000,2026-07-30
11651,5532,Deposit,46000,2026-07-30
11652,5131,Transfer,7500,2026-07-30
11653,5769,Deposit,21500,2026-07-30
11654,5649,Withdrawal,79000,2026-07-30
11655,6208,Deposit,90500,2026-07-30
11656,6289,Transfer,47500,2026-07-30
11657,5928,Deposit,39500,2026-07-30
11658,5821,Withdrawal,3000,2026-07-30
11659,5605,Withdrawal,24000,2026-07-30
11660,5500,Withdrawal,34500,2026-07-30
11661,5695,Transfer,30000,2026-07-30
11662,6085,Withdrawal,500,2026-07-30
11663,6304,Transfer,37000,2026-07-30
11664,6469,Withdrawal,67000,2026-07-30
11665,6097,Withdrawal,65500,2026-07-30
11666,6258,Deposit,81500,2026-07-30
11667,6374,Withdrawal,22000,2026-07-30
11668,6346,Withdrawal,97000,2026-07-30
11669,5057,Withdrawal,67500,2026-07-30
11670,5395,Transfer,47000,2026-07-30
11671,6050,Withdrawal,84000,2026-07-30
11672,6405,Deposit,58500,2026-07-30
11673,5162,Withdrawal,54000,2026-07-30
11674,5936,Transfer,26000,2026-07-30
11675,5349,Deposit,22000,2026-07-30
11676,5608,Transfer,47500,2026-07-30
11677,5327,Transfer,66500,2026-07-30
11678,6001,Deposit,49500,2026-07-30
11679,6121,Transfer,3500,2026-07-30
11680,5658,Withdrawal,69500,2026-07-30
11681,5479,Transfer,54500,2026-07-30
11682,6186,Withdrawal,22000,2026-07-30
11683,5075,Deposit,46000,2026-07-30
11684,5771,Deposit,18500,2026-07-30
11685,6353,Deposit,54000,2026-07-30
11686,5419,Withdrawal,81500,2026-07-30
11687,6395,Withdrawal,62000,2026-07-30
11688,6208,Withdrawal,44000,2026-07-30
11689,5593,Withdrawal,19500,2026-07-30
11690,5103,Withdrawal,98500,2026-07-30
11691,6495,Deposit,58000,2026-07-30
11692,6413,Deposit,89000,2026-07-30
11693,6176,Transfer,94000,2026-07-30
11694,5966,Withdrawal,16500,2026-07-30
11695,5131,Withdrawal,39500,2026-07-30
11696,5777,Transfer,96000,2026-07-30
11697,5106,Withdrawal,62500,2026-07-30
11698,6384,Withdrawal,68500,2026-07-30
11699,6337,Transfer,99000,2026-07-30
11700,5595,Deposit,18000,2026-07-30
11701,5023,Withdrawal,81500,2026-07-30
11702,5177,Deposit,57000,2026-07-30
11703,6242,Withdrawal,81000,2026-07-30
11704,5295,Deposit,41500,2026-07-30
11705,5249,Withdrawal,62500,2026-07-30
11706,6336,Withdrawal,83500,2026-07-30
11707,6298,Deposit,2000,2026-07-30
11708,5307,Transfer,85500,2026-07-30
11709,6155,Deposit,55500,2026-07-30
11710,5364,Transfer,75500,2026-07-30
11711,5573,Withdrawal,6000,2026-07-30
11712,5988,Withdrawal,34000,2026-07-30
11713,5411,Withdrawal,4000,2026-07-30
11714,5093,Deposit,8000,2026-07-30
11715,6065,Deposit,17500,2026-07-30
11716,6141,Transfer,24500,2026-07-30
11717,6010,Deposit,30000,2026-07-30
11718,6436,Transfer,95000,2026-07-30
11719,6265,Deposit,10000,2026-07-30
11720,5785,Withdrawal,68000,2026-07-30
11721,5546,Deposit,11500,2026-07-30
11722,6221,Withdrawal,4000,2026-07-30
11723,6346,Transfer,28000,2026-07-30
11724,5813,Transfer,69000,2026-07-30
11725,6218,Withdrawal,6000,2026-07-30
11726,5094,Deposit,79000,2026-07-30
11727,6384,Transfer,66500,2026-07-30
11728,5248,Withdrawal,93500,2026-07-30
11729,5416,Deposit,62500,2026-07-30
11730,6089,Withdrawal,74000,2026-07-30
11731,5844,Transfer,83500,2026-07-30
11732,5269,Transfer,18000,2026-07-30
11733,5059,Withdrawal,75500,2026-07-30
11734,5495,Withdrawal,77000,2026-07-30
11735,6406,Deposit,33500,2026-07-30
11736,5825,Deposit,62500,2026-07-30
11737,5305,Deposit,90500,2026-07-30
11738,5908,Transfer,79000,2026-07-30
11739,6173,Transfer,22000,2026-07-30
11740,5274,Deposit,73500,2026-07-30
11741,5318,Deposit,69000,2026-07-30
11742,6112,Withdrawal,64000,2026-07-30
11743,5739,Withdrawal,76000,2026-07-30
11744,5181,Withdrawal,30000,2026-07-30
11745,5066,Withdrawal,94500,2026-07-30
11746,6268,Withdrawal,97500,2026-07-30
11747,6247,Withdrawal,68000,2026-07-30
11748,5327,Transfer,2500,2026-07-30
11749,6004,Transfer,63000,2026-07-30
11750,5567,Deposit,94000,2026-07-30
11751,6151,Withdrawal,4500,2026-07-30
11752,5520,Withdrawal,13000,2026-07-30
11753,5489,Withdrawal,64000,2026-07-30
11754,5982,Withdrawal,32000,2026-07-30
11755,5166,Withdrawal,85500,2026-07-30
11756,5329,Transfer,28000,2026-07-30
11757,5876,Transfer,16000,2026-07-30
11758,5400,Transfer,91500,2026-07-30
11759,5294,Transfer,18500,2026-07-30
11760,5081,Transfer,60000,2026-07-30
11761,6241,Withdrawal,85000,2026-07-30
11762,6208,Withdrawal,22000,2026-07-30
11763,6148,Transfer,54500,2026-07-30
11764,5344,Deposit,49500,2026-07-30
11765,5670,Deposit,96000,2026-07-30
11766,6075,Withdrawal,25500,2026-07-30
11767,5925,Withdrawal,48000,2026-07-30
11768,6073,Deposit,98000,2026-07-30
11769,5367,Transfer,16500,2026-07-30
11770,5197,Deposit,49000,2026-07-30
11771,6406,Withdrawal,53000,2026-07-30
11772,5053,Deposit,67000,2026-07-30
11773,6377,Deposit,57500,2026-07-30
11774,5849,Deposit,74000,2026-07-30
11775,5146,Deposit,28000,2026-07-30
11776,5850,Withdrawal,66000,2026-07-30
11777,5613,Deposit,71000,2026-07-30
11778,6212,Deposit,84500,2026-07-30
11779,6359,Withdrawal,72500,2026-07-30
11780,5375,Deposit,31000,2026-07-30
11781,6381,Transfer,37000,2026-07-30
11782,6334,Deposit,21500,2026-07-30
11783,5826,Withdrawal,35000,2026-07-30
11784,5457,Withdrawal,86500,2026-07-30
11785,6303,Deposit,11000,2026-07-30
11786,5897,Withdrawal,53000,2026-07-30
11787,5293,Deposit,96000,2026-07-30
11788,5170,Transfer,63000,2026-07-30
11789,6273,Withdrawal,44500,2026-07-30
11790,5530,Withdrawal,92500,2026-07-30
11791,5763,Transfer,68000,2026-07-30
11792,5515,Transfer,99000,2026-07-30
11793,5614,Withdrawal,51000,2026-07-30
11794,6109,Withdrawal,15000,2026-07-30
11795,6325,Transfer,15000,2026-07-30
11796,5648,Deposit,76000,2026-07-30
11797,5761,Withdrawal,40000,2026-07-30
11798,5171,Deposit,93000,2026-07-30
11799,6467,Transfer,6000,2026-07-30
11800,5843,Deposit,34000,2026-07-30
11801,6338,Withdrawal,53000,2026-07-30
11802,5251,Transfer,93500,2026-07-30
11803,5087,Deposit,17000,2026-07-30
11804,6352,Transfer,63000,2026-07-30
11805,5807,Deposit,76500,2026-07-30
11806,5040,Deposit,81500,2026-07-30
11807,5729,Deposit,5500,2026-07-30
11808,6340,Deposit,23500,2026-07-30
11809,6270,Deposit,49500,2026-07-30
11810,5728,Transfer,80000,2026-07-30
11811,5765,Withdrawal,94000,2026-07-30
11812,5310,Withdrawal,87000,2026-07-30
11813,6483,Deposit,13500,2026-07-30
11814,5901,Deposit,40500,2026-07-30
11815,5760,Withdrawal,23000,2026-07-30
11816,5536,Transfer,31000,2026-07-30
11817,6263,Deposit,51500,2026-07-30
11818,5694,Deposit,53000,2026-07-30
11819,5073,Transfer,57000,2026-07-30
11820,5311,Withdrawal,95000,2026-07-30
11821,6220,Deposit,97500,2026-07-30
11822,5359,Deposit,14500,2026-07-30
11823,6377,Withdrawal,24500,2026-07-30
11824,5522,Withdrawal,61000,2026-07-30
11825,5014,Transfer,42000,2026-07-30
11826,6400,Withdrawal,9000,2026-07-30
11827,6301,Withdrawal,17000,2026-07-30
11828,5104,Withdrawal,10000,2026-07-30
11829,5760,Withdrawal,3500,2026-07-30
11830,5035,Withdrawal,49000,2026-07-30
11831,6160,Transfer,44000,2026-07-30
11832,5628,Transfer,52500,2026-07-30
11833,5463,Deposit,64000,2026-07-30
11834,6058,Deposit,63000,2026-07-30
11835,5373,Withdrawal,50500,2026-07-30
11836,5045,Transfer,88000,2026-07-30
11837,6347,Transfer,77500,2026-07-30
11838,6154,Deposit,50500,2026-07-30
11839,6032,Deposit,96000,2026-07-30
11840,6281,Transfer,11500,2026-07-30
11841,5655,Deposit,37000,2026-07-30
11842,6350,Transfer,56000,2026-07-30
11843,5360,Withdrawal,76500,2026-07-30
11844,5475,Transfer,71500,2026-07-30
11845,5566,Withdrawal,42000,2026-07-30
11846,6001,Transfer,44500,2026-07-30
11847,5222,Transfer,30000,2026-07-30
11848,5927,Transfer,65500,2026-07-30
11849,5960,Transfer,57000,2026-07-30
11850,5366,Deposit,53000,2026-07-30
11851,5604,Transfer,50500,2026-07-30
11852,5887,Transfer,38500,2026-07-30
11853,5941,Deposit,81500,2026-07-30
11854,5514,Withdrawal,74000,2026-07-30
11855,5668,Withdrawal,98500,2026-07-30
11856,5666,Withdrawal,44000,2026-07-30
11857,5241,Transfer,87000,2026-07-30
11858,5753,Withdrawal,2000,2026-07-30
11859,6022,Withdrawal,6000,2026-07-30
11860,5651,Deposit,82000,2026-07-30
11861,5555,Withdrawal,98500,2026-07-30
11862,6269,Deposit,46000,2026-07-30
11863,5934,Transfer,22000,2026-07-30
11864,5481,Transfer,83500,2026-07-30
11865,5832,Deposit,42500,2026-07-30
11866,5730,Deposit,73500,2026-07-30
